id,CUADERNO,FAMILIA,SUBFAMILIA,G?NERO Y AUTOR,G?NERO,SUBG?NERO,ESPECIE,AUTOR,ESPECIE_ACEPTADA,SIN?NIMO,GRUPO,SUBESPECIE,AUTOR_SUBESPECIE,NUM_EJEMPLARES,SEXO,OBRERA,T?GULA_MM,D?A,MES,A?O,LOCALIDAD,PROVINCIA,COLECTOR,DETERMINADOR,comentarios_adicionales,en_qu?_planta,dudas,respuestas,nidos,localidades?,COLECCI?N_DEP?SITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,CAMPANULARUM,Kirby,NA,NA,NA,NA,NA,1,m,NA,0.6,14,6,1983,Trillayo,Cantabria,E. Asensio,Van Der Zanden,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,CAMPANULARUM,Kirby,NA,NA,NA,NA,NA,2,m,NA,NA,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,1 m Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,CAMPANULARUM,Kirby,NA,NA,NA,NA,NA,1,m,NA,0.6,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,1 m Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,HANDLIRSCHI,Schlettrer 1889,NA,NA,NA,NA,NA,3,h,NA,1.1,3,7,1984,Alba de los Carda?os,Palencia,G. Aguado,"Tkalcu, Asensio","Tkalcu det 1 y retuvo, Asensio det 1",NA,NA,NA,NA,NA,"TKALC?, I.T.A.C. y L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1810,CHELOSTOMA,NA,HANDLIRSCHI,Schlettrer 1890,NA,NA,NA,NA,NA,1,m,NA,1.2,3,3,1984,Alba de los Carda?os,Palencia,G. Aguado,L. O. Aguado,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,CANTABRICUM,Benoist,"FLORISOMNE Linnaeus,1758",NA,NA,NA,NA,5,m,NA,NA,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,L. O. Aguado,"Tkalcu det 3 y retuvo 1, Asensio det 3. 1 Devolv? a Universidad Salamanca. Warncke corrigi? 2 como O. handlirschi ssp. nasutus, Retuvo 2 ex.",NA,5 o 6 m??,NA,NA,NA,"TKALC?, UNIVERSIDAD SALAMANCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,CANTABRICUM,Benoist,"FLORISOMNE Linnaeus,1758",NA,NA,NA,NA,1,m,NA,1.2,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,L. O. Aguado,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,DISTINCTUM,Stoeck,NA,NA,NA,NA,NA,1,h,NA,NA,28,7,1984,Sotillo de Sanabria,Zamora,S. Fdez. Gayubo  (Univ. Salamanca),Tkalcu,Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,DISTINCTUM,Stoeck,NA,NA,NA,NA,NA,1,h,NA,0.5,31,7,1984,Rabanillo,Zamora,S. Fdez. Gayubo  (Univ. Salamanca),Asensio,Univ. Salamanca,NA,(=)cantabricum ben,NA,NA,NA,D. P?REZ CARDENAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,m,NA,1,6,6,1971,Parador de Gredos,?vila,L. Moreda,Peters,NA,NA,NA,NA,NA,"B, Espa?a",D. P?REZ CARDENAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,m,NA,1,20,6,1971,Navafr?a,Segovia,L. Moreda,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,h,NA,1.2,10,5,1977,"""Los ?lamos""",Valladolid,E. Asensio,Van Der Zanden,NA,NA,NA,NA,NA,NA,D. P?REZ CARDENAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,8,h,NA,NA,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,cog?an barro; 1 Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,h,NA,1.1,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,cog?an barro; 1 Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,m,NA,NA,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,cog?an barro; 1 Devolv? a Universidad Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,2,m,NA,1.2,3,7,1984,Alba de los Carda?os,Palencia,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FLORISOMNE,Linneo,NA,NA,NA,NA,NA,1,h,NA,1.2,NA,NA,1983,Alba de los Carda?os,Palencia,E. Asensio,Asensio,Celdilla,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMA Latreille 1809,CHELOSTOMA,NA,FULIGINOSUM,Panzer,NA,"C.RAPUNCULI Lepeletier, 1841",NA,NA,NA,1,h,NA,1.1,24,8,1983,Sasam?n,Burgos,M. J. Rovo (Univ. Salamanca),Van Der Zanden,Univ. Salamanca,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMOPSIS,CHELOSTOMOPSIS,NA,CAPITATA,Schlettrer 1889,NA,NA,NA,NA,NA,2,h,NA,1.4,6,6,1982,?scar,Valladolid,E. Asensio,Tkalcu,Tkalcu retuvo 1 h,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,CHELOSTOMOPSIS,CHELOSTOMOPSIS,NA,CAPITATA,Schlettrer 1889,NA,NA,NA,NA,NA,1,m,NA,1.1,6,6,1982,?scar,Valladolid,E. Asensio,Tkalcu,Tkalcu retuvo 1 h,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,ACANTHURA,NA,NA,NA,NA,NA,NA,1,h,NA,3,21,8,1986,Ampudia,Palencia,A. Rueda  (Univ. Salamanca),F.Torres,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,m,NA,2,NA,NA,?,?,Valladolid,M. Amigo ,Pasteels,coll. (2632),NA,NA,NA,NA,"E, Barcelona, Mallorca, Teruel, Madrid, Vizcaya, Guipuzcoa, Zaragoza, Alicante, Huesca",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,m,NA,2.2,20,8,1971,"""Camino vi?a"" Granja Escuela Jose Antonio",Valladolid,E. Asensio,Pasteels,Confirmado Pasteels,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,h,NA,2.5,19,7,1975,"""Las Fuentes"" Mojados",Valladolid,G. Aguado,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,h,NA,2,27,6,1982,"""Coto Bajo Matallana"",  Villalba de los Alcores",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,h,NA,NA,28,7,1984,Sotillo de Sanabria,Zamora,S. Fdez. Gayubo  (Univ. Salamanca),Asensio,Devolv?,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,m,NA,3.2,20,6,1985,Papiol,Barcelona,J. Bosch Esteva (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,m,NA,2,4,8,1986,Villamuriel,Palencia,A. Rueda,F.Torres,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,h,NA,2.5,15,7,1986,Casc?n de la Nava,Palencia,F. L?pez,F.Torres,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AFRA,Lepeletier,NA,NA,NA,NA,NA,1,h,NA,NA,NA,NA,NA,NA,Salamanca,Univ Salamanca,Asensio,Sin etiqueta,NA,NA,NA,NA,NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,ARGENTEA,Lepeletier,NA,NA,NA,NA,NA,1,m,NA,3.2,19,8,1971,"Parc 24, Granja Escuela Jose Antonio",Valladolid,E. Asensio,Pasteels,Confirmado Pasteels,NA,NA,NA,NA,"Granada, Barcelona, V,Z,M,Va, Catalu?a, Huesca, Guadalaj, E.",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,m,NA,2.8,NA,NA,NA,NA,Valladolid,M. Amigo ,Pasteels,"coll. (1186), confirmado Pasteels",NA,NA,NA,NA,"B,M,VA,SA,Z,TE,A,V, Catalu?a, E.",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,2,m,NA,2.7,6 y 7,7,1974,"""Corral Jose Antonio"", Villab??ez",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,3,h,NA,NA,6 y 7,7,1974,"""Corral Jose Antonio"", Villab??ez",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,h,NA,3.1,6 y 7,7,1974,"""Corral Jose Antonio"", Villab??ez",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,h,NA,3,29,6,1977,Toro,Zamora,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,m,NA,2.8,19,7,1975,"""Las fuentes"" Mojados",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,2,h,NA,3,NA,NA,1977,Valladolid,Valladolid,E. Asensio,Asensio,nidos Megachile,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,m,NA,2.6,NA,NA,1978,Valladolid,Valladolid,E. Asensio,Asensio,nidos Megachile,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,h,NA,3,29,6,1982,Toro,Zamora,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,AUROLIMBATA,F?rster,NA,NA,NA,NA,NA,1,m,NA,3,9,7,1983,San Miguel de Arroyo,Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,h,NA,2.1,30,7,1967,Villanueva,Valladolid,L. Moreda,Pasteels,Confirmado Pasteels,NA,NA,NA,NA,"M,GE,B,Vizcaya, CO, E.",L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,h,NA,2,29,6,1972,Hornillos,Valladolid,L. Moreda,Pasteels,Confirmado Pasteels,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,m,NA,1.5,1,7,1985,Hornillos,Valladolid,G. Aguado,L. O. Aguado,Confirmado Pasteels,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,h,NA,NA,25,7,1985,Fuentespina,Burgos,F.Sanza ,Asensio,Univ. Salamanca,NA,NA,NA,NA,NA,UNIVERSIDAD SALAMANCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,m,NA,1.4,8,8,1986,Valle de Cerrato,Palencia,F. L?pez,F. Torres,NA,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,BREVIS,Eversman,NA,NA,NA,NA,NA,1,m,NA,1.5,16,6,1985,Valencia del C.,Badajoz,S. Fdez. Gayubo (Univ. Salamanca),NA,Confirmado Schwarz,NA,NA,NA,NA,NA,I.T.A.C. y L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,CONOIDEA,Klug,NA,NA,NA,NA,NA,1,m,NA,4,26,6,1975,"""Finca Boris Calero"", Torozos, La Mudarra",Valladolid,E. Asensio,Asensio,NA,NA,NA,NA,NA,"B,SG,TE,M,Vizcaya, Guipuzcoa, Catalu?a, PO, Huesca, E.",L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,CONOIDEA,Klug,NA,NA,NA,NA,NA,1,h,NA,4,8,9,1982,Palencia,Palencia,J.Sanchez (Univ. Salamanca),Asensio,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,D,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,COTURNIX,P?rez,NA,NA,NA,NA,NA,1,h,NA,NA,10,7,1968,Alcal? de Henares,Madrid,A. Ru?z Tapiador,Asensio,NA,NA,NA,NA,NA,"Espa?a, M, SA, Z, A, T, Huesca",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,MEGACHILIDAE,MEGACHILINAE,COELIOXYS Latreille 1809,COELIOXYS,NA,COTURNIX,P?rez,NA,NA,NA,NA,NA,1,m,NA,2,20,8,1986,Mojados,Valladolid,G. Aguado,L. O. Aguado,NA,NA,NA,NA,NA,NA,L. O. AGUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
