"locality","gen_sp","freq","when"
"auditorio_Delibes","Eucera_tuberculata",1,"asensio"
"auditorio_Delibes","Eucera_tuberculata",1,"asensio"
"auditorio_Delibes","Eucera_tuberculata",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Melitta_leporina",1,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Pseudoanthidium_lituratum",3,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",5,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Andrena_flavipes",4,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Andrena_obsoleta",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Bombus_terrestris",NA,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Andrena_assimilis",1,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Ceratina_cyanea",3,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",1,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Halictus_patellatus",2,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Andrena_spreta",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Lasioglossum_albocinctum",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Lithurgus_chrysurus",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Anthophora_gallica",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Megabombus_laesus",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Andrena_nigroviridula",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Osmia_aurulenta",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_lagopus",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Andrena_morio",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Andrena_bicolor",1,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Anthophora_leucophaea",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Bombus_cullumanus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Megabombus_laesus",2,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Andrena_verticalis",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_nitida",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Andrena_schencki",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Megachile_octosignata",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Stelis_phaeoptera",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",1,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Andrena_flavipes",2,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Ceratina_callosa",3,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Halictus_vestitus",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Eucera_clypeata",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Osmia_adunca",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Andrena_astrella",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Sphecodes_spinulosus",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Anthidium_florentinum",1,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Andrena_carbonaria",2,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Nomada_pusilla",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Andrena_albopunctata",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Bombus_cullumanus",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Osmia_caerulescens",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Sphecodes_sp.?",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Tetralonia_graja",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_subhirtum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Lasioglossum_malachurum",1,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Osmia_fulviventris",4,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Ceratina_chalcites",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Andrena_vetula",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Eucera_eucneidea",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_bicolorata",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Andrena_thoracica",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Anthophora_fulvitarsis",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Stelis_punctulatissima",1,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",3,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",3,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",3,"asensio"
"auditorio_Delibes","Xylocopa_uclesiensis",3,"asensio"
