SourceDisplayName,AccessionNumber,Barcode,Institution,SourceAddedDate,NameFamily,NameSubfamily,NameGenus,NameSpecies,exotic_native,NameSubspecies,NameAuthorDate,IdentifiedBy,IdentifiedDate,Locality,Altitude,Region,Latitude,Longitude,MapSeries,MapSheet,MapEastingAndNorthing,Expr1021,MapEasting,MapNorthing,MapAccuracy,Collector,CollectionDateTextFrom,CollectionDateTextTo,CollectionDateISOFrom,CollectionTime,Habitat,HostPlant,PlantPart,BuiltName,Lat,Long
NZAC_Syrphid,NZAC04025941,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Milford,,,4440,16755,,,,,,,Translated,LL Deitz,3/02/1976,,1976\02\03,,,,,"Melanostoma fasciatum  Macquart, 1850",-64.94699249,233.8158227
NZAC_Syrphid,NZAC04023255,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Eglinton V, Cascade Creek",,,4453,16805,,,,,,,Translated,LL Deitz,3/02/1976,,1976\02\03,,grassland,,,"Melanostoma fasciatum  Macquart, 1850",-44.53,168.05
NZAC_Syrphid,NZAC04025893,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Eglinton V, Cascade Creek",,,4453,16805,,,,,,,Translated,LL Deitz,3/02/1976,,1976\02\03,,grassland,,,"Melanostoma fasciatum  Macquart, 1850",-44.53,168.05
NZAC_Syrphid,NZAC04023222,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Te Anau Downs, 24 km N Te Anau",,,4511,16750,,,,,,,Translated,LL Deitz,3/02/1976,,1976\02\03,,grassy marsh,,,"Melanostoma fasciatum  Macquart, 1850",-45.11,167.5
NZAC_Syrphid,NZAC04028189,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Longwood Ra, Orepuke",,,4616,16744,,,,,,,Translated,LL Deitz,8/02/1976,,1976\02\08,,paddock,,,"Melanostoma fasciatum  Macquart, 1850",-46.16,167.44
NZAC_Syrphid,NZAC04025886,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Longwood Ra, Orepuke",,,4616,16744,,,,,,,Translated,LL Deitz,8/02/1976,,1976\02\08,,paddock,,,"Melanostoma fasciatum  Macquart, 1850",-46.16,167.44
NZAC_Syrphid,NZAC04028186,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Hokonui Hills, Hedgehope",460 m,,4605,16842,,,,,,,Translated,LL Deitz,10/02/1976,,1976\02\10,,,,,"Melanostoma fasciatum  Macquart, 1850",-46.05,168.42
NZAC_Syrphid,NZAC04025942,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Hokonui Hills, Hedgehope",460 m,,4605,16842,,,,,,,Translated,LL Deitz,10/02/1976,,1976\02\10,,,,,"Melanostoma fasciatum  Macquart, 1850",-46.05,168.42
NZAC_Syrphid,NZAC04025914,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Cairn Peak Station, 15 km S Clinton",,,,,,,,,,,Translated,LL Deitz,11/02/1976,,1976\02\11,,,,,"Melanostoma fasciatum  Macquart, 1850",-64.06759855,227.1234932
NZAC_Syrphid,NZAC04028643,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Beaumont Forest, 10 km N of Clydevale, Clutha R",,,4554,16926,,,,,,,Translated,LL Deitz,12/02/1976,,1976\02\12,,,,,"Melanostoma fasciatum  Macquart, 1850",-45.54,169.26
NZAC_Syrphid,NZAC04025899,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Beaumont Forest, 10 km N of Clydevale, Clutha R",,,4554,16926,,,,,,,Translated,LL Deitz,12/02/1976,,1976\02\12,,,,,"Melanostoma fasciatum  Macquart, 1850",-45.54,169.26
NZAC_Syrphid,NZAC04026009,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Beaumont Forest, 10 km N of Clydevale, Clutha R",,,4554,16926,,,,,,,Translated,LL Deitz,12/02/1976,,1976\02\12,,,,,"Melanostoma fasciatum  Macquart, 1850",-45.54,169.26
NZAC_Syrphid,NZAC04025900,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Beaumont Forest, 10 km N of Clydevale, Clutha R",,,4554,16926,,,,,,,Translated,LL Deitz,12/02/1976,,1976\02\12,,,,,"Melanostoma fasciatum  Macquart, 1850",-45.54,169.26
NZAC_Syrphid,NZAC04028529,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Coronet Peak,1520 m,,4454,16844,,,,,,,Translated,LL Deitz,14/02/1976,,1976\02\14,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.54,168.44
NZAC_Syrphid,NZAC04023231,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Coronet Peak, Speargrass V",,,4457,16846,[as Speargrass Flat?],,,,,,Translated,LL Deitz,14/02/1976,,1976\02\14,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.57,168.46
NZAC_Syrphid,NZAC04023221,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Old Man Ra,1200 m,,4523,16913,,,,,,,Translated,LL Deitz,15/02/1976,,1976\02\15,,tussock,,,"Melanostoma fasciatum  Macquart, 1850",-45.23,169.13
NZAC_Syrphid,NZAC04027893,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Old Man Ra,1200 m,,4523,16913,,,,,,,Translated,LL Deitz,15/02/1976,,1976\02\15,,tussock,,,"Melanostoma fasciatum  Macquart, 1850",-45.23,169.13
NZAC_Syrphid,NZAC04027874,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Old Man Ra,1200 m,,4523,16913,,,,,,,Translated,LL Deitz,15/02/1976,,1976\02\15,,tussock,,,"Melanostoma fasciatum  Macquart, 1850",-45.23,169.13
Canterb_alldata,{ACF45566-650B-45EA-A619-FC6AA29F5179},,CM,21-Nov-07,Syrphidae,,Melanostoma,fasciatum,native,,,,,Coes Ford,,,,,,,,,,,,PJ Quinn,16-Feb-76,,1976\02\16,,,,,Melanostoma fasciatum,-43.69597228,172.4130574
NZAC_Syrphid,NZAC04023260,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Dunstan Ra, Thomson Gorge Road",1067 m,,4457,16928,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,tussock,,,"Melanostoma fasciatum  Macquart, 1850",-44.57,169.28
NZAC_Syrphid,NZAC04028605,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027929,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027971,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027990,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027962,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027989,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027926,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027892,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027871,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027905,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027934,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027910,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027873,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027966,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027883,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027975,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027935,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027984,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027902,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027869,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027911,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027887,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027923,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027925,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027946,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027949,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027961,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027947,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027876,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027939,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027974,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027945,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027868,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027958,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027970,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027955,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027948,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027964,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027880,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027967,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027985,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027917,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027981,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027987,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027965,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027959,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027979,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027951,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027914,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027924,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027930,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027953,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027978,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027977,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027991,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027940,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027886,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027950,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027879,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027982,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027894,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04027897,,,29-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,Alexandra,,,4515,16924,,,,,,,Translated,LL Deitz,16/02/1976,,1976\02\16,,legumes & paddock,,,"Melanostoma fasciatum  Macquart, 1850",-45.15,169.24
NZAC_Syrphid,NZAC04028640,,,27-Apr-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027901,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027932,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027920,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027872,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027881,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
NZAC_Syrphid,NZAC04027899,,,25-May-07,Syrphidae,,Melanostoma,fasciatum,native,,"Macquart, 1850",,,"Pleasant Point, Tengawai R, 20 km NE Timaru",,,4415,17107,,,,,,,Translated,LL Deitz,20/02/1976,,1976\02\20,,,,,"Melanostoma fasciatum  Macquart, 1850",-44.15,171.07
