genus,species,region,locality,sex,date_origional,day,month_chr,month,year,date,date_chr,ecology,method,collector,collection,value
Lasioglossum,Lasioglossum sordidum,DN,"Dunedin, Leith Saddle",f,26-Nov-73,26,November,11,1973,26/11/1973,26/November/1973,Broadleaf F.,sweep,AC Harris,Otago Museum,1
Hylaeus,Hylaeus agilis,SC,"Peel Forest, Mills Bush",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Hylaeus,Hylaeus capitosus,SC,"Peel Forest, Mill's Bush",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Hylaeus,Hylaeus relegatus,SC,"Peel Forest, Mill's Bush",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,SC,"Mill's Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,"Mill's Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,"Mill's Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Mills Bush, Peel Forest",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Leioproctus,Leioproctus kanapuu,SC,"Peel Forest, Mill's Bush",m,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Leioproctus,Leioproctus kanapuu,SC,"Peel Forest, Mill's Bush",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Leioproctus,Leioproctus kanapuu,SC,"Peel Forest, Mill's Bush",f,12-Dec-73,12,December,12,1973,12/12/1973,12/December/1973,,no_data,AC Harris,Otago Museum,1
Leioproctus,Leioproctus huakiwi,SC,"Rangitata River, Peel Forest",f,20-Dec-73,20,December,12,1973,20/12/1973,20/December/1973,Sand  ,sweep,AC Harris,Otago,1
Hylaeus,Hylaeus relegatus,SC,"Geraldine, Bush Reserve",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,OM,1
Hylaeus,Hylaeus relegatus,SC,"Geraldine, Bush Reserve",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,OM,1
Hylaeus,Hylaeus relegatus,SC,"Geraldine, Bush Reserve",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,OM,1
Lasioglossum,Lasioglossum sordidum,SC,"Bush Reserve, Geraldine",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,"Bush Reserve, Geraldine",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,"Bush Reserve, Geraldine",f,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus boltoni,SC,"Geraldine, Waihi Gorge",m,27-Dec-73,27,December,12,1973,27/12/1973,27/December/1973,,no_data,AC Harris,Otago Museum,1
Hylaeus,Hylaeus relegatus,SC,"Mills Bush, Peel Forest",m,28-Dec-73,28,December,12,1973,28/12/1973,28/December/1973,,no_data,AC Harris,OM,1
Hylaeus,Hylaeus relegatus,SC,"Peel Forest, Mills Bush",f,28-Dec-73,28,December,12,1973,28/12/1973,28/December/1973,,no_data,AC Harris,OM,1
Lasioglossum,Lasioglossum sordidum,SC,"Lion's ""Bush"" Temuka",f,30-Dec-73,30,December,12,1973,30/12/1973,30/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,"Opihi R, Temuka",f,30-Dec-73,30,December,12,1973,30/12/1973,30/December/1973,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SC,Temuka,m,30-Dec-73,30,December,12,1973,30/12/1973,30/December/1973,"Sand, Opehi R. ?",sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Gravel Bush Road, Lower Turnbull Rd., Haast",m,5-Jan-74,5,January,1,1974,5/01/1974,5/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Gravel Bush Road, Lower Turnbull Rd., Haast",f,5-Jan-74,5,January,1,1974,5/01/1974,5/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Gravel Bush Road, Lower Turnbull Rd., Haast",f,5-Jan-74,5,January,1,1974,5/01/1974,5/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Gravel Bush Road, Lower Turnbull Rd., Haast",f,5-Jan-74,5,January,1,1974,5/01/1974,5/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus fulvescens,SC,"W side, Kelseys Bush, Waimate",m,9-Jan-74,9,January,1,1974,9/01/1974,9/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus fulvescens,SC,"W side, Kelseys Bush, Waimate",m,9-Jan-74,9,January,1,1974,9/01/1974,9/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus fulvescens,SC,"W side, Kelseys Bush, Waimate",m,9-Jan-74,9,January,1,1974,9/01/1974,9/January/1974,,no_data,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Haast River, Forest, Pleasant Flat",m,20-Jan-74,20,January,1,1974,20/01/1974,20/January/1974,,no_data,AC Harris,Otago Museum,1
Leioproctus,Leioproctus fulvescens,MC,Akaroa,f,22-Jan-74,22,January,1,1974,22/01/1974,22/January/1974,In rotten log in grass,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus purpureus,WD?,"Ship Ck mouth, South Westland",f,24-Jan-74,24,January,1,1974,24/01/1974,24/January/1974,Foredune,sweep,AC Harris,OMNZ,1
Leioproctus,Leioproctus fulvescens,OL,"Pipsons Creek, Makarora at bridge",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,Sand,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus imitatus,OL,"Makarora Pipson Ck, at bridge",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,Sand,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus imitatus,OL,"Makarora Pipson Ck, at bridge",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,Sand,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus imitatus,OL,"Makarora Pipson Ck, at bridge",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,Sand,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus maritimus,OL,"Makarora, Pipson's Creek",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,"Sand, at bridge",sweep,AC Harris,Otago,1
Leioproctus,Leioproctus maritimus,OL,"Makarora, Pipson's Creek",f,27-Jan-74,27,January,1,1974,27/01/1974,27/January/1974,"Sand, at bridge",sweep,AC Harris,Otago,1
Leioproctus,Leioproctus purpureus,WD ,Old Haast township,f,3-Feb-74,3,February,2,1974,3/02/1974,3/February/1974,Sand foreshore,sweep,AC Harris,OMNZ,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus huakiwi,WD,"Westland Co., near Orua River, Haast",f,11-Feb-74,11,February,2,1974,11/02/1974,11/February/1974,Sand blowout in climax coastal forest,sweep,AC Harris,Otago,1
Hylaeus,Hylaeus agilis,WD,"Point Jackson, South Westland",f,12-Feb-74,12,February,2,1974,12/02/1974,12/February/1974,"In forest, ridge above Pt Jackson",sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,WD,"Pt Jackson Sth. Westland, in forest, ridge above",m,12-Feb-74,12,February,2,1974,12/02/1974,12/February/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,Akatarawa Saddle,f,"26/11/1973, 8/3/1974",8,March,3,1974,8/03/1974,8/March/1974,2000 ft in crumbling clay,sweep,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,Akatarawa Saddle,f,"26/11/1973, 8/3/1974",8,March,3,1974,8/03/1974,8/March/1974,2000 ft in crumbling clay,sweep,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Bell St, Reserve Central Wellington",f,3-Nov-74,3,November,11,1974,3/11/1974,3/November/1974,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,Akatarawa Saddle,f,24-Dec-74,24,December,12,1974,24/12/1974,24/December/1974,2000ft in crumbling clay,sweep,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,WN,"Botanical Gardens, Wellington",f,27-Dec-74,27,December,12,1974,27/12/1974,27/December/1974,,no_data,AC Harris,Otago,1
Hylaeus,Hylaeus relegatus,WN,"Wellington, Waimuiomata",f,18-29/12/1974,29,December,12,1974,29/12/1974,29/December/1974,,no_data,AC Harris,Otago,1
Hylaeus,Hylaeus relegatus,WN,"Wellington, Waimuiomata",f,18-29/12/1974,29,December,12,1974,29/12/1974,29/December/1974,,no_data,AC Harris,Otago,1
Hylaeus,Hylaeus agilis,SC,"Waimate, eastern side, Kelsey's bush",f,9//1974,NA,September,9,1974,#VALUE!,NA/September/1974,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Wainuiomata, Wellington",f,6-14/1/1975,14,January,1,1975,14/01/1975,14/January/1975,,no_data,AC Harris,NA,1
Lasioglossum,Lasioglossum sordidum,,"Wainuiomata, Wellington",f,6-14/1/1975,14,January,1,1975,14/01/1975,14/January/1975,,no_data,AC Harris,NA,1
Lasioglossum,Lasioglossum sordidum,SI,"Stewart Is., Lee Bay",f,23-27/1/1975,27,January,1,1975,27/01/1975,27/January/1975,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,SI,"Stewart Is., Lee Bay",f,23-27/1/1975,27,January,1,1975,27/01/1975,27/January/1975,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,SI,"Stewart Is., Lee Bay",f,23-27/1/1975,27,January,1,1975,27/01/1975,27/January/1975,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,SI,"Stewart Is., Lee Bay",f,23-27/1/1975,27,January,1,1975,27/01/1975,27/January/1975,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,m,28-Feb-75,28,February,2,1975,28/02/1975,28/February/1975,Broadleaf - podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,m,28-Feb-75,28,February,2,1975,28/02/1975,28/February/1975,Broadleaf - podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,28-Feb-75,28,February,2,1975,28/02/1975,28/February/1975,Broadleaf - podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,DN,"Leith Saddle, Dunedin",m,4-Mar-75,4,March,3,1975,4/03/1975,4/March/1975,Broadleaf F.,sweep,AC Harris,NA,1
Leioproctus,Leioproctus fulvescens,DN,Leith Saddle,f,7-Mar-75,7,March,3,1975,7/03/1975,7/March/1975,Broadleaf podocarp forest,sweep,AC Harris,Otago,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,10-18/3/75,10,March,3,1975,10/03/1975,10/March/1975,Broadleaf - podocarp Fs.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,10-18/3/75,10,March,3,1975,10/03/1975,10/March/1975,Broadleaf - podocarp Fs.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,m,10-18/3/75,10,March,3,1975,10/03/1975,10/March/1975,Broadleaf - podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,SI,Oban,f,25-Mar-75,25,March,3,1975,25/03/1975,25/March/1975,,no_data,AC Harris,NA,1
Lasioglossum,Lasioglossum sordidum,SI,Oban,f,25-Mar-75,25,March,3,1975,25/03/1975,25/March/1975,,no_data,AC Harris,NA,1
Lasioglossum,Lasioglossum sordidum,,Oban,m,25-Mar-75,25,March,3,1975,25/03/1975,25/March/1975,,no_data,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,,"Leith Saddle, broadleaf, podocarp",m,29-Mar-75,29,March,3,1975,29/03/1975,29/March/1975,,no_data,AC Harris,Otago,1
Lasioglossum,Lasioglossum sordidum,SI,Stewart Is,f,31-Mar-75,31,March,3,1975,31/03/1975,31/March/1975,Garden mound 161m,sweep,AC Harris,NA,1
Lasioglossum,Lasioglossum maunga,DN,"Flagstaff, Dunedin",f,9-Apr-75,9,April,4,1975,9/04/1975,9/April/1975,Clay path,sweep,AC Harris,Otago Museum,1
Leioproctus,Leioproctus fulvescens,DN,"Dunedin, flagstaff",f,9-Apr-75,9,April,4,1975,9/04/1975,9/April/1975,Clay path,sweep,AC Harris,Otago,1
Leioproctus,Leioproctus fulvescens,DN,"Dunedin, flagstaff",f,9-Apr-75,9,April,4,1975,9/04/1975,9/April/1975,Clay path,sweep,AC Harris,Otago,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,10-Apr-75,10,April,4,1975,10/04/1975,10/April/1975,Broadleaf - podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,"Dunedin, Flagstaff",f,5-Oct-75,5,October,10,1975,5/10/1975,5/October/1975,Clay path,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,DN,"Dunedin, Logan Pk. Centennial Hill",f,6-Oct-75,6,October,10,1975,6/10/1975,6/October/1975,Clay,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,DN,"Dunedin, Logan Pk. Centennial Hill",f,6-Oct-75,6,October,10,1975,6/10/1975,6/October/1975,Clay,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,DN,"Dunedin, Logan Pk. Centennial Hill",f,6-Oct-75,6,October,10,1975,6/10/1975,6/October/1975,Clay,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum sordidum,DN,"Dunedin, Logan Pk. Centennial Hill",f,6-Oct-75,6,October,10,1975,6/10/1975,6/October/1975,Clay,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,"Dunedin, Flagstaff",f,9-Oct-75,9,October,10,1975,9/10/1975,9/October/1975,Clay path,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,10-21/10/75,21,October,10,1975,21/10/1975,21/October/1975,Broadleaf - Podocarp Fst.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,10-Nov-75,10,November,11,1975,10/11/1975,10/November/1975,Broadleaf f.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,26-Nov-75,26,November,11,1975,26/11/1975,26/November/1975,Broadleaf f.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,26-Nov-75,26,November,11,1975,26/11/1975,26/November/1975,Broadleaf f.,sweep,AC Harris,Otago Museum,1
Lasioglossum,Lasioglossum maunga,DN,Leith Saddle,f,26-Nov-75,26,November,11,1975,26/11/1975,26/November/1975,Broadleaf f.,sweep,AC Harris,Otago Museum,1
